review_id,game,aspect,review_text,llm_zeroshot,llm_fewshot,human_label_B
1.0915E+15,Cyberpunk 2077,controls,Easy 10/10. Love the game. The only drawback I am having is some achievements from my ps5 did not crossover once I redid them on the same save. I assume that means I will have to just replay the game to get those achievements.,"['controls', 'price']",[],
1.0915E+15,Cyberpunk 2077,controls,"Gameplay is decent, but not unique. The main plot is just boring. A lot of annoying dialogues you forced to listen to unless turn off sound completely or use mods. Also lacks other QoL features, need a lot of mods to play comfortably. Overall, does not worth its cost unless on big discount.","['story', 'price', 'controls']","['story', 'price', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,"truly awful game. this is a story driven game where the story is told through 20-30 minute dialog sessions with a NPC, not joking on the 20-30 dialog, oo ya that's just the first NPC you'll have to talk to, then another when your done... then you'll have to explain it yourself to another NPC. 3 hours of game play the majority of my key strokes where ""F"" key and scroll wheel for conversations. you wanna tell a story use cut scenes with some directing, THIS IS JUST LAZY. the AI pathing is awful, people running in circles, cars piling up in the roads. game is just trash. they may have fixed the bugs from launch but the game will always be dog****","['story', 'controls']","['story', 'combat', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,"I have always loved watching others play the game and now that I have gotten over thinking it would be too hard for me to play, I love playing it too. It is not as hard as I thought and it is real easy to get submerged into the game and lose time.","['combat', 'controls']","['combat', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,"Boring ""typa guy"" story that tries too hard to be bad ass and cool. Crappy borderlands combat where 20 headshots dont kill an enemy, had to play with a combat mod to make the game more fun. The only redeeming quality of this game is the world and city, super fun to walk around and experience it. If you do get this game, use the combat mod to fix this games awful combat system.","['story', 'combat']","['story', 'combat']",
1.0915E+15,Cyberpunk 2077,controls,"Iï¿½ï¿½ï¿½m not that far in the game yet but so far cyberpunk is incredibly fun. Iï¿½ï¿½ï¿½m playing on the steam deck and though the frame rate might not be top of the line it still looks really good and Iï¿½ï¿½ï¿½m surprised I can get even a consistent 40 fps before any frame gen. Truly amazing. I would say if youï¿½ï¿½ï¿½re playing on a computer with an outdated gpu and you really care about frame rate maybe hold off, but if you donï¿½ï¿½ï¿½t care about a little bit of artifacting then you can use lossless scaling or the in built frame gen for better frame rates. One other criticism is if you like to play on keyboard and mouse, just know the driving on keyboard and mouse is about as bad as driving on keyboard and mouse is in any game; so not great. I like to keep a controller connected specifically for the parts where Iï¿½ï¿½ï¿½m driving and play keyboard and mouse anywhere else. Other than those cr","['graphics', 'controls']","['graphics', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,"This my 2nd run through on the Mac, previous on the PS5. 5 years later it's a polished product and im enjoying the new run through as a different class as Nomad/Female with mouse/keyboard, recommend it!",['controls'],"['controls', 'graphics']",
1.0915E+15,Cyberpunk 2077,controls,"vastley underwelming, people love janky games. this game could be awsome but left as a playable game not even good. iv played on ps5 and its better even thought im not even good on controller and reason why is not regestring on keys. im pressing space to jump and its not doing it and pressig ctrl to dodge and not doing it im having to spam them to jump and dodge and its annoyingly fristratingly mouse and keyboard breakly bad. this game is very underwelming and bummed by alot of people. a.i terrilbe and i could go into a 5 page paragraph for all the issues but not going to im just going to point out whats bad. so a.i, story is great untill the end and when very bad, the story is basicly a 4 set desiner wedding cake thats the story the ending is someone just popped over and peed, puked and shat all over it, well done, no registraion for keys and thats mouse and keyboard only, the price for the game and dlc is way to much, 10 for game and 5 for dlc due to very bad mechanics. for a game is 2020 plays more like a game from the early 2000 with movement even being abit old, iv actualy played 2000 games better than this, alot of love has been put into this but lost love for it and crapped on it at the end like they got bored. shame as could be my fave game if they sorted it which as we all know would happen as their deluded and people are wierd and like janky games so you know. i could deal with the rest but the keys on mouse and key not regestring and having to spam each on to jump and dodge is the one thing thats making me hate this game with a pation, its monitor breaking, mouse and keyboard breaking red faced anger inducing annoyingly bad. my advice is not waste your money untill a massive discount and even then id say no as wont get fixed, very very very very dissapointed in the state of this thing. having an ar is pointless as thier a medium to long range gun and when your shooting you can see 80% of the bullets miss due to the spread its a crap game with crap mechanics wasnt thought out propley, its like having a shotgun that when shot blows out bubbles so very bad also you would think shooting would be better on pc but its far worse than controller due to the settings not working propely, aint sensativity only goes from 0 to 2 and the lower the number the lower the sens bu tnope this pc version its the higher the number the lower the senc and its not even by much trying to hit headshots is annoying because its still high as hell but the console version actualy works its aloud of crap this pc version the only 2 things i prefer on pc is fov and graphics thats it everything else is a down side and doesnt work propley","['controls', 'combat', 'story', 'price', 'graphics']","['combat', 'controls', 'story', 'price', 'graphics']",
1.0915E+15,Cyberpunk 2077,controls,"It's a good game, but not a good RPG. However I'd say the same for CDPR's other games, so if you enjoyed Witcher 3, the mechanical depth and amount of choices/roleplaying opportunities should satisfy you. In terms of structure and gameplay, I'd compare it more to Grand Theft Auto than anything else. Writing is solid, and the acting is especially great. The story is dramatic and memorable, but it isn't particularly deep. Don't go in expecting it to dive into the philosophy of the cyberpunk genre, or expand on its themes very much. The atmosphere is pretty incredible though, nothing beats driving through Night City in the rain, blasting Refused on the in-game radio. Combat is fun, there's a lot to think about due to the quick hacks, and there's a good amount of weapon variety as well. Feels great on both mouse/keyboard and controller. Overall an above average game. I enjoyed it.","['story', 'combat', 'controls']","['story', 'combat', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,"My, my, myï¿½ï¿½ï¿½this game is truly stunning. Visually, itï¿½ï¿½ï¿½s absolutely beautiful, and the storyline is far more emotionally impactful than you might expect. It never really gets boring, and I found myself consistently engaged; in fact, scratch that I am STILL engaged. Story-wise, this is easily one of the bestï¿½ï¿½ï¿½if not the bestï¿½ï¿½ï¿½games Iï¿½ï¿½ï¿½ve ever played. I highly recommend it, especially if you enjoy narrative-driven games. Overall, the game feels like playing a more sophisticated version of GTA, with deeper storytelling and a more immersive world. That said, the police system isnï¿½ï¿½ï¿½t nearly as advanced, which makes it pretty darn easy to escape during chases. Of course, this isnï¿½ï¿½ï¿½t meant to be GTA, so itï¿½ï¿½ï¿½s not a dealbreaker, but nonetheless, it would make the game feel more polished. On the technical side, Iï¿½ï¿½ï¿½m running the game on a Mac with an M2 chip. It performs smoothly at around 30 frames per second, which makes it very playable. The only issue Ihereï¿½ï¿½ï¿½s some input lag, which makes it less smooth and honestly not very enjoyable without a controller. Nice thing is though, with a controller comes haptic feedb","['story', 'graphics', 'controls']","['story', 'graphics', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,"I bought Cyberpunk at launch. It was an unfinished nightmare of bugs, unbalanced gameplay, and horrific instability. I was pretty sure I'd hate it forever but after coming back to it last year and beating it twice it's both one of the best fps games ever made and one of the best open world games ever made. The world feels densely packed like Sleeping Dogs while having the scope of something like Red Dead or Ghosts of Tsushima. The universe is absurdly well thought out and brought to life so vividly its hard to believe this is the mess I played years ago. Side quests are divided into jobs and gigs and while the gigs feel like a relic of late 2000s/early 2010s open world games the side jobs are almost all phenomenal and have a cinematic feel that many main stories in other games don't have. Gunplay and melee combat are snappy and satisfying, hacking is a blast and elevates fights in such a fun way, the driving isn't great but it's good enough I can play with a mouse and keyboard without wanting to grab a controller and through my PC through a wall. It's made better by the fact that there's some really fun vehicles, especially for people who are fans of the movies this is influenced by (yes of course I want to park the Akira bike next to the Blade Runner noodle shop). CD Projekt Red deserves all the grief they got for this game at launch but I've loved the story, characters, world, and gameplay that Cyberpunk has become now that it's. You know. A finished game.","['combat', 'story', 'graphics', 'controls']","['combat', 'story', 'graphics', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,good game has good story and mod support (needs good drivers tho and doesnt run at all if you have a old computer) if you like fps games this is for you. if the price makes you unsure to buy it or not remember that steam has its ways to emptying your pockets so it might as well go to this game.,"['story', 'graphics', 'price', 'controls']","['story', 'graphics', 'price']",
1.0915E+15,Cyberpunk 2077,controls,"I find myself returning to this game constantly. Everything about it is just top notch, and the modding support is just brings it to another level. One of the best examples of open world gaming of the generation.",[],[],
1.0915E+15,Cyberpunk 2077,controls,"Such a beautiful and well-crafted story. Amazing modding support, amazing characters, and meaningful opportunities. This will forever be my favorite game of all time, there is truly no other game more cinematic, more vast, more complex, and has better written characters than Cyberpunk 2077.",['story'],"['story', 'controls']",
1.0915E+15,Cyberpunk 2077,controls,"The most beautiful game I've ever played with max settings and path tracing turned on. Also, really well optimised! I get the same or higher base fps with this game on path tracing as compared to some games with only ray tracing. And if you know how much more intense path tracing is as compared to ray tracing, you will know how insane that is. I'm a sucker for graphics and this game is one of the only few games that will still surprise and amaze me everytime I turn it on. Everything is amazing, from the story, the graphics, the gore, the alive city. It is beautiful enough as the base game but once you add on texture mods, npc mods and reshaders, it reaches a whole new level. Best thing is that the developers actually enabled and support mods for this game. Truly the best game as of now. I usually can't complete single player games but I actually completed the main story in this one. Still have yet to complete the DLC and the loads of side missions. Also haven't fully explored all the mods I added in this game. Will be playing this game alot more for a long time!","['graphics', 'story']","['graphics', 'story']",
